"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Bucket","PHB'24","224","none","Adventuring Gear","","","","","2 lb.","5 CP","A Bucket holds up to half a cubic foot of contents."
"Bullseye Lantern","PHB'24","226","none","Adventuring Gear","","","","","2 lb.","10 GP","A Bullseye Lantern burns Oil as fuel to cast Bright Light in a 60-foot Cone and Dim Light for an additional 60 feet."
"Bundle of sheet music representing the lost dirges of a famous composer","DMG'24","215","none","Treasure (Art Object)","","","","","","750 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Burglar's Pack","PHB'24","224","none","Adventuring Gear","","","","","47½ lb.","16 GP","A Burglar's Pack contains the following items: Backpack, Ball Bearings, Bell, 10 Candles, Crowbar, Hooded Lantern, 7 flasks of Oil, 5 days of Rations, Rope, Tinderbox, and Waterskin."
"Burnt Othur Fumes","DMG'24","90","none","Adventuring Gear, Poison (Inhaled)","","","","","","500 GP","A creature subjected to Burnt Othur Fumes must succeed on a DC 13 Constitution saving throw or take 10 (3d6) Poison damage, and it must repeat the save at the start of each of its turns. On each successive failed save, the creature takes 3 (1d6) Poison damage. After three successful saves, the poison ends."
"Calligrapher's Supplies","PHB'24","220","none","Artisan's Tools","","","","","5 lb.","10 GP","Ability: DexterityUtilize: Write text with impressive flourishes that guard against forgery (DC 15)Craft: Ink, Spell ScrollArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Caltrops","PHB'24","224","none","Adventuring Gear","","","","","2 lb.","1 GP","As a Utilize action, you can spread Caltrops from their bag to cover a 5-foot-square area within 5 feet of yourself. A creature that enters this area for the first time on a turn must succeed on a DC 15 Dexterity saving throw or take 1 Piercing damage and have its Speed reduced to 0 until the start of its next turn. It takes 10 minutes to recover the Caltrops."
"Camel","PHB'24","229","none","Mount","","Speed: 50, Carrying Capacity: 450 lb.","","","","50 GP",""
"Candle","PHB'24","224","none","Adventuring Gear","","","","","","1 CP","For 1 hour, a lit Candle sheds Bright Light in a 5-foot radius and Dim Light for an additional 5 feet."
"Canoe","ToA","31","none","Vehicle (Water)","","Speed: 2 mphCarrying Capacity: 6 passengersCrew 1, AC 11, HP 50","","","100 lb.","50 GP","A canoe can be purchased in Port Nyanzaru for 50 gp. It holds up to six Medium creatures and has a maximum speed of 2 mph. It is otherwise identical to a rowboat. Crew. A ship needs a crew of skilled hirelings to function. As per the Player's Handbook, one skilled hireling costs at least 2 gp per day. The minimum number of skilled hirelings needed to crew a ship depends on the type of vessel.You can track the loyalty of individual crew members or the crew as a whole using the optional loyalty rules in chapter 4 of the Dungeon Master's Guide. If at least half the crew becomes disloyal during a voyage, the crew turns hostile and stages a mutiny. If the ship is berthed, disloyal crew members leave the ship and never return. Passengers. This indicates the number of Small and Medium passengers the ship can accommodate.Accommodations consist of shared hammocks in tight quarters. A ship outfitted with private accommodations can carry one-fifth as many passengers.A passenger is usually expected to pay 5 sp per day for a hammock, but prices can vary from ship to ship. A small private cabin usually costs 2 gp per day. Cargo. The maximum tonnage the ship can carry. Damage Threshold. If a ship has a Damage Threshold, it has immunity to all damage unless it takes an amount of damage equal to or greater than its damage threshold, in which case it takes damage as normal. Any damage that fails to meet or exceed the damage threshold is considered superficial and doesn't reduce the ship's hit points. Ship Repair. Repairs to a damaged ship can be made while the vessel is berthed. Repairing 1 hit point of damage requires 1 day and costs 20 gp for materials and labor."
"Canvas (1 sq. yd.)","DMG'24","213","none","Trade Good","","","","","","1 SP","Merchants commonly exchange trade goods without using currency."
"Carnelian","DMG'24","214","none","Treasure (Gemstone)","","","","","","50 GP","A orange to red brown gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Carpenter's Tools","PHB'24","220","none","Artisan's Tools","","","","","6 lb.","8 GP","Ability: StrengthUtilize: Seal or pry open a door or container (DC 20)Craft: Club, Greatclub, Quarterstaff, Barrel, Chest, Ladder, Pole, Portable Ram, TorchArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Carriage","PHB'24","230","none","Vehicle (Land)","","","","","600 lb.","100 GP",""
"Carrion Crawler Mucus","DMG'24","90","none","Adventuring Gear, Poison (Contact)","","","","","","200 GP","A creature subjected to Carrion Crawler Mucus must succeed on a DC 13 Constitution saving throw or have the Poisoned condition for 1 minute. The creature also has the Paralyzed condition while Poisoned in this way. The creature repeats the save at the end of each of its turns, ending the effect on itself on a success."
"Cart","PHB'24","230","none","Vehicle (Land)","","","","","200 lb.","15 GP",""
"Cartographer's Tools","PHB'24","220","none","Artisan's Tools","","","","","6 lb.","15 GP","Ability: WisdomUtilize: Draft a map of a small area (DC 15)Craft: MapArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Carved bone statuette","DMG'24","215","none","Treasure (Art Object)","","","","","","25 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Carved ivory statuette","DMG'24","215","none","Treasure (Art Object)","","","","","","250 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Carved wooden harp with ivory inlay and zircon gems","DMG'24","215","none","Treasure (Art Object)","","","","","","750 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Ceremonial gold armor with black pearls","DMG'24","215","none","Treasure (Art Object)","","","","","","7.500 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Chain","PHB'24","224","none","Adventuring Gear","","","","","10 lb.","5 GP","As a Utilize action, you can wrap a Chain around an unwilling creature within 5 feet of yourself that has the Grappled, Incapacitated, or Restrained condition if you succeed on a DC 13 Strength (Athletics) check. If the creature's legs are bound, the creature has the Restrained condition until it escapes. Escaping the Chain requires the creature to make a successful DC 18 Dexterity (Acrobatics) check as an action. Bursting the Chain requires a successful DC 20 Strength (Athletics) check as an action."
"Chain Mail","PHB'24","219","none","Heavy Armor","","AC 16","","","55 lb.","75 GP","The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 13, their speed is reduced by 10 feet."
"Chain Shirt","PHB'24","219","none","Medium Armor","","AC 13 + Dex (max 2)","","","20 lb.","50 GP",""
"Chalcedony","DMG'24","214","none","Treasure (Gemstone)","","","","","","50 GP","A white gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Chariot","PHB'24","230","none","Vehicle (Land)","","","","","100 lb.","250 GP",""
"Cheese (wedge)","PHB'24","231","none","Food and Drink","","","","","","1 SP",""
"Chest","PHB'24","225","none","Adventuring Gear","","","","","25 lb.","5 GP","A Chest holds up to 12 cubic feet of contents."
