"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Amulet of Health","DMG'24","228","rare","Wondrous Item","requires attunement","","","","1 lb.","","Your Constitution score is 19 while you wear this amulet. It has no effect on you if your Constitution is already 19 or higher without it."
"Amulet of Proof against Detection and Location","DMG'24","228","uncommon","Wondrous Item","requires attunement","","","","1 lb.","","While wearing this amulet, you can't be targeted by Divination spells or perceived through magical scrying sensors unless you allow it."
"Amulet of the Planes","DMG'24","150","very rare","Wondrous Item","requires attunement","","","","1 lb.","","While wearing this amulet, you can take a Magic action to name a location that you are familiar with on another plane of existence. Then make a DC 15 Intelligence (Arcana) check. On a successful check, you cast Plane Shift. On a failed check, you and each creature and object within 15 feet of you travel to a random destination determined by rolling 1d100 and consulting the following table.1d100Destination01-60Random location on the plane you named61-70Random location on an Inner Plane determined by rolling 1d6: on a 1, the Plane of Air; on a 2, the Plane of Earth; on a 3, the Plane of Fire; on a 4, the Plane of Water; on a 5, the Feywild; on a 6, the Shadowfell71-80Random location on an Outer Plane determined by rolling 1d8: on a 1, Arborea; on a 2, Arcadia; on a 3, the Beastlands; on a 4, Bytopia; on a 5, Elysium; on a 6, Mechanus; on a 7, Mount Celestia; on an 8, Ysgard81-90Random location on an Outer Plane determined by rolling 1d8: on a 1, the Abyss; on a 2, Acheron; on a 3, Carceri; on a 4, Gehenna; on a 5, Hades; on a 6, Limbo; on a 7, the Nine Hells; on an 8, Pandemonium91-00Random location on the Astral Plane"
"Animated Shield","DMG'24","229","very rare","Shield (Shield)","requires attunement","AC +2","","","6 lb.","","While holding this Shield, you can take a Bonus Action to cause it to animate. The Shield leaps into the air and hovers in your space to protect you as if you were wielding it, leaving your hands free. The Shield remains animate for 1 minute, until you take a Bonus Action to end this effect, or until you die or have the Incapacitated condition, at which point the Shield falls to the ground or into your hand if you have one free."
"Apparatus of Kwalish","DMG'24","229","legendary","Wondrous Item","","","","","500 lb.","","This item first appears to be a sealed iron barrel weighing 500 pounds. The barrel has a hidden catch, which can be found with a successful DC 20 Intelligence (Investigation) check. Releasing the catch unlocks a hatch at one end of the barrel, allowing two Medium or smaller creatures to crawl inside. Ten levers are set in a row at the far end, each in a neutral position, able to move up or down. When certain levers are used, the apparatus transforms to resemble a giant lobster.The Apparatus of Kwalish is a Large object with the following statistics: AC 20; HP 200; Speed 30 ft., Swim 30 ft. (or 0 ft. for both if the legs aren't extended); Immunity to Poison and Psychic damage.To be used as a vehicle, the apparatus requires one pilot. While the apparatus's hatch is closed, the compartment is airtight and watertight. The compartment holds enough air for 10 hours of breathing, divided by the number of breathing creatures inside.The apparatus floats on water. It can also go underwater to a depth of 900 feet. Below that, the vehicle takes 2d6 Bludgeoning damage each minute from pressure.A creature in the compartment can take a Utilize action to move as many as two of the apparatus's levers up or down. After each use, a lever goes back to its neutral position. Each lever, from left to right, functions as shown in the Apparatus of Kwalish Levers table.Apparatus of Kwalish LeversLeverUpDown1Legs extend, allowing the apparatus to walk and swim.Legs retract, reducing the apparatus's Speed and Swim Speed to 0 and making it unable to benefit from bonuses to speed.2Forward window shutter opens.Forward window shutter closes.3Side window shutters open (two per side).Side window shutters close (two per side).4Two claws extend from the front side of the apparatus.The claws retract.5Each extended claw makes the following melee attack: +8 to hit, reach 5 ft. Hit: 7 (2d6) Bludgeoning damage.Each extended claw makes the following melee attack: +8 to hit, reach 5 ft. Hit: The target has the Grappled condition (escape DC 15).6The apparatus walks or swims forward provided its legs are extended.The apparatus walks or swims backward provided its legs are extended.7The apparatus turns 90 degrees counterclockwise provided its legs are extended.The apparatus turns 90 degrees clockwise provided its legs are extended.8Eyelike fixtures emit Bright Light in a 30-foot radius and Dim Light for an additional 30 feet.The light turns off.9The apparatus sinks up to 20 feet if it's in liquid.The apparatus rises up to 20 feet if it's in liquid.10The rear hatch unseals and opens.The rear hatch closes and seals."
"Arcane Battery","NF","undefined","uncommon","Wondrous Item","","","","","","","This smooth, oval stone is etched with faintly glowing, magical symbols. While holding the battery, you can take a Magic action to touch the battery to one magic item. If that magic item normally regains expended charges daily, it immediately regains 1d4 + 1 expended charges, and the battery loses its magic."
"Arcane Propulsion Arm","ERLW","276","very rare","Wondrous Item","requires attunement by a creature missing a hand or an arm","1d8 Force","thrown (20/60 ft.)","","","","This prosthetic appendage was developed by artificers of House Cannith. To attune to this item, you must attach it to your arm at the wrist, elbow, or shoulder, at which point the prosthetic magically forms a copy of the appendage it's replacing.While attached, the prosthetic provides these benefits:The prosthetic is a fully capable part of your body.You can take an action to remove the prosthetic, and it removes itself if your attunement to it ends. It can't be removed against your will.The prosthetic is a magic melee weapon with which you're proficient. It deals 1d8 force damage on a hit and has the thrown property, with a normal range of 20 feet and a long range of 60 feet. When thrown, the prosthetic detaches and flies at the target of the attack, then immediately returns to you and reattaches. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property."
"Armblade","ERLW","276","common","Generic Variant","requires attunement by a warforged","","","","","","An armblade is a magic weapon that attaches to your arm, becoming inseparable from you as long as you're attuned to it. To attune to this item, you must hold it against your forearm for the entire attunement period.As a bonus action, you can retract the armblade into your forearm or extend it from there. While it is extended, you can use the weapon as if you were holding it, and you can't use that hand for other purposes. Base items. This item variant can be applied to the following base items:Battleaxe (Battleaxe Armblade)Club (Club Armblade)Dagger (Dagger Armblade)Flail (Flail Armblade)Handaxe (Handaxe Armblade)Hooked Shortspear (Hooked Shortspear Armblade)Javelin (Javelin Armblade)Lance (Lance Armblade)Light Hammer (Light Hammer Armblade)Longsword (Longsword Armblade)Mace (Mace Armblade)Morningstar (Morningstar Armblade)Quarterstaff (Quarterstaff Armblade)Rapier (Rapier Armblade)Scimitar (Scimitar Armblade)Shortsword (Shortsword Armblade)Sickle (Sickle Armblade)Spear (Spear Armblade)Trident (Trident Armblade)War Pick (War Pick Armblade)Warhammer (Warhammer Armblade)Whip (Whip Armblade)Yklwa (Yklwa Armblade)"
"Armor of Acid Resistance","DMG'24","231","rare","Generic Variant","requires attunement","","","","","","You have Resistance to Acid damage while you wear this armor. Base items. This item variant can be applied to the following base items:Breastplate (Breastplate of Acid Resistance)Chain Mail (Chain Mail of Acid Resistance)Chain Shirt (Chain Shirt of Acid Resistance)Half Plate Armor (Half Plate Armor of Acid Resistance)Hide Armor (Hide Armor of Acid Resistance)Leather Armor (Leather Armor of Acid Resistance)Padded Armor (Padded Armor of Acid Resistance)Plate Armor (Plate Armor of Acid Resistance)Ring Mail (Ring Mail of Acid Resistance)Scale Mail (Scale Mail of Acid Resistance)Splint Armor (Splint Armor of Acid Resistance)Studded Leather Armor (Studded Leather Armor of Acid Resistance)"
"Armor of Cold Resistance","DMG'24","231","rare","Generic Variant","requires attunement","","","","","","You have Resistance to Cold damage while you wear this armor. Base items. This item variant can be applied to the following base items:Breastplate (Breastplate of Cold Resistance)Chain Mail (Chain Mail of Cold Resistance)Chain Shirt (Chain Shirt of Cold Resistance)Half Plate Armor (Half Plate Armor of Cold Resistance)Hide Armor (Hide Armor of Cold Resistance)Leather Armor (Leather Armor of Cold Resistance)Padded Armor (Padded Armor of Cold Resistance)Plate Armor (Plate Armor of Cold Resistance)Ring Mail (Ring Mail of Cold Resistance)Scale Mail (Scale Mail of Cold Resistance)Splint Armor (Splint Armor of Cold Resistance)Studded Leather Armor (Studded Leather Armor of Cold Resistance)"
"Armor of Fire Resistance","DMG'24","231","rare","Generic Variant","requires attunement","","","","","","You have Resistance to Fire damage while you wear this armor. Base items. This item variant can be applied to the following base items:Breastplate (Breastplate of Fire Resistance)Chain Mail (Chain Mail of Fire Resistance)Chain Shirt (Chain Shirt of Fire Resistance)Half Plate Armor (Half Plate Armor of Fire Resistance)Hide Armor (Hide Armor of Fire Resistance)Leather Armor (Leather Armor of Fire Resistance)Padded Armor (Padded Armor of Fire Resistance)Plate Armor (Plate Armor of Fire Resistance)Ring Mail (Ring Mail of Fire Resistance)Scale Mail (Scale Mail of Fire Resistance)Splint Armor (Splint Armor of Fire Resistance)Studded Leather Armor (Studded Leather Armor of Fire Resistance)"
"Armor of Force Resistance","DMG'24","231","rare","Generic Variant","requires attunement","","","","","","You have Resistance to Force damage while you wear this armor. Base items. This item variant can be applied to the following base items:Breastplate (Breastplate of Force Resistance)Chain Mail (Chain Mail of Force Resistance)Chain Shirt (Chain Shirt of Force Resistance)Half Plate Armor (Half Plate Armor of Force Resistance)Hide Armor (Hide Armor of Force Resistance)Leather Armor (Leather Armor of Force Resistance)Padded Armor (Padded Armor of Force Resistance)Plate Armor (Plate Armor of Force Resistance)Ring Mail (Ring Mail of Force Resistance)Scale Mail (Scale Mail of Force Resistance)Splint Armor (Splint Armor of Force Resistance)Studded Leather Armor (Studded Leather Armor of Force Resistance)"
